〔市町村別内訳〕第11表　課税標準額段階別令和６年度分所得割額等に関する調（合計）（所得割納税義務者数・課税対象所得・課税標準額・所得割額）,,,,,,,,,,,,,,,
年度,団体コード,都道府県名,団体名,表側,所得割の納税義務者数,総所得金額等,分離長期譲渡所得金額に係る所得金額,分離短期譲渡所得金額に係る所得金額,一般株式等に係る譲渡所得金額,上場株式等に係る譲渡所得金額,上場株式等に係る配当所得金額,先物取引に係る雑所得金額,課税対象所得,課税標準額,所得割額（税額控除・減免後）
,,,,,,（ア）,（イ）,（ウ）,（エ）,（オ）,（カ）,（キ）,（ア～キの計）,,
,,,,,人,千円,千円,千円,千円,千円,千円,千円,千円,千円,千円
2024,104213,群馬県,中之条町,市町村民税,"6,281 ","18,320,254 ","164,040 ","4,500 ","6,459 ","24,960 ","2,231 ","2,382 ","18,524,826 ","10,939,543 ","556,842 "
2024,104213,群馬県,中之条町,道府県民税,"6,279 ","18,317,983 ","164,040 ","4,500 ","6,459 ","24,960 ","2,231 ","2,382 ","18,522,555 ","10,939,139 ","371,114 "
2024,104248,群馬県,長野原町,市町村民税,"2,429 ","7,248,843 ","76,043 ",0 ,1 ,"11,203 ","2,885 ",347 ,"7,339,322 ","4,542,776 ","235,222 "
2024,104248,群馬県,長野原町,道府県民税,"2,428 ","7,248,173 ","76,043 ",0 ,1 ,"11,203 ","2,885 ",347 ,"7,338,652 ","4,542,649 ","156,773 "
2024,104256,群馬県,嬬恋村,市町村民税,"4,266 ","13,230,905 ","213,323 ","8,653 ","3,492 ","54,065 ","1,567 ",27 ,"13,512,032 ","8,594,459 ","447,325 "
2024,104256,群馬県,嬬恋村,道府県民税,"4,263 ","13,227,249 ","213,323 ","8,653 ","3,492 ","54,065 ","1,567 ",27 ,"13,508,376 ","8,593,953 ","298,111 "
2024,104264,群馬県,草津町,市町村民税,"2,938 ","7,804,923 ","495,948 ","8,901 ","48,680 ","8,592 ","1,926 ","9,684 ","8,378,654 ","5,301,841 ","262,136 "
2024,104264,群馬県,草津町,道府県民税,"2,937 ","7,804,319 ","495,948 ","8,901 ","48,680 ","8,592 ","1,926 ","9,684 ","8,378,050 ","5,301,714 ","174,713 "
2024,104281,群馬県,高山村,市町村民税,"1,336 ","3,757,656 ","14,567 ",0 ,0 ,"2,834 ",881 ,"1,269 ","3,777,207 ","2,165,899 ","110,017 "
2024,104281,群馬県,高山村,道府県民税,"1,335 ","3,757,064 ","14,567 ",0 ,0 ,"2,834 ",881 ,"1,269 ","3,776,615 ","2,165,772 ","73,331 "
2024,104299,群馬県,東吾妻町,市町村民税,"5,258 ","14,768,031 ","241,593 ",0 ,"5,059 ","45,715 ",216 ,273 ,"15,060,887 ","8,884,819 ","451,387 "
2024,104299,群馬県,東吾妻町,道府県民税,"5,256 ","14,766,643 ","241,593 ",0 ,"5,059 ","45,715 ",216 ,273 ,"15,059,499 ","8,884,565 ","300,836 "
2024,104434,群馬県,片品村,市町村民税,"1,415 ","3,918,850 ","15,207 ",950 ,0 ,"11,397 ","5,894 ",125 ,"3,952,423 ","2,286,201 ","115,214 "
2024,104434,群馬県,片品村,道府県民税,"1,415 ","3,918,849 ","15,207 ",950 ,0 ,"11,397 ","5,894 ",125 ,"3,952,422 ","2,286,201 ","76,790 "
2024,104442,群馬県,川場村,市町村民税,"1,199 ","3,440,089 ","20,624 ",72 ,0 ,130 ,0 ,1 ,"3,460,916 ","1,966,931 ","98,621 "
2024,104442,群馬県,川場村,道府県民税,"1,199 ","3,440,090 ","20,624 ",72 ,0 ,130 ,0 ,1 ,"3,460,917 ","1,966,931 ","65,729 "
2024,104485,群馬県,昭和村,市町村民税,"2,940 ","9,452,832 ","41,991 ",0 ,"6,427 ","5,453 ","2,343 ",459 ,"9,509,505 ","5,889,229 ","304,839 "
2024,104485,群馬県,昭和村,道府県民税,"2,940 ","9,452,834 ","41,991 ",0 ,"6,427 ","5,453 ","2,343 ",459 ,"9,509,507 ","5,889,229 ","203,178 "
2024,104493,群馬県,みなかみ町,市町村民税,"6,906 ","19,052,900 ","105,567 ",0 ,"153,872 ","57,279 ","5,491 ","14,122 ","19,389,231 ","11,230,103 ","561,204 "
2024,104493,群馬県,みなかみ町,道府県民税,"6,902 ","19,046,689 ","105,567 ",0 ,"153,871 ","57,279 ","5,491 ","14,122 ","19,383,019 ","11,229,345 ","374,024 "
2024,104647,群馬県,玉村町,市町村民税,"16,951 ","52,894,544 ","547,644 ","3,357 ","179,260 ","228,485 ","62,153 ","48,571 ","53,964,014 ","33,143,316 ","1,660,237 "
2024,104647,群馬県,玉村町,道府県民税,"16,942 ","52,884,381 ","547,643 ","3,356 ","179,260 ","228,486 ","62,154 ","48,571 ","53,953,851 ","33,141,512 ","1,106,530 "
2024,105210,群馬県,板倉町,市町村民税,"5,953 ","18,628,086 ","189,337 ",806 ,3 ,"55,549 ","20,159 ","2,133 ","18,896,073 ","11,451,416 ","579,465 "
2024,105210,群馬県,板倉町,道府県民税,"5,948 ","18,622,921 ","189,338 ",806 ,3 ,"55,548 ","20,159 ","2,133 ","18,890,908 ","11,450,283 ","386,186 "
2024,105228,群馬県,明和町,市町村民税,"4,821 ","15,390,981 ","133,231 ","3,905 ",486 ,"11,958 ","3,088 ","1,564 ","15,545,213 ","9,500,721 ","483,357 "
2024,105228,群馬県,明和町,道府県民税,"4,818 ","15,387,934 ","133,231 ","3,905 ",486 ,"11,959 ","3,088 ","1,563 ","15,542,166 ","9,500,339 ","322,154 "
2024,105236,群馬県,千代田町,市町村民税,"4,850 ","15,494,987 ","80,899 ","1,515 ","5,712 ","46,877 ","10,828 ",0 ,"15,640,818 ","9,714,286 ","493,081 "
2024,105236,群馬県,千代田町,道府県民税,"4,849 ","15,493,641 ","80,900 ","1,516 ","5,712 ","46,877 ","10,829 ",0 ,"15,639,475 ","9,714,009 ","328,513 "
2024,105244,群馬県,大泉町,市町村民税,"20,079 ","60,983,336 ","760,553 ","23,314 ","7,859 ","117,059 ","5,281 ","9,629 ","61,907,031 ","38,584,264 ","1,951,389 "
2024,105244,群馬県,大泉町,道府県民税,"20,067 ","60,971,328 ","760,553 ","23,314 ","7,859 ","117,060 ","5,281 ","9,630 ","61,895,025 ","38,581,816 ","1,300,437 "
2024,105252,群馬県,邑楽町,市町村民税,"11,339 ","35,716,719 ","316,639 ","2,111 ","38,235 ","38,460 ","5,992 ","1,143 ","36,119,299 ","22,150,054 ","1,121,228 "
2024,105252,群馬県,邑楽町,道府県民税,"11,334 ","35,712,178 ","316,638 ","2,111 ","38,235 ","38,459 ","5,992 ","1,142 ","36,114,755 ","22,149,102 ","747,256 "
2024,111007,埼玉県,さいたま市,市町村民税,"663,268 ","2,800,327,587 ","113,377,827 ","1,486,230 ","21,664,969 ","24,341,793 ","2,354,858 ","2,472,144 ","2,966,025,408 ","2,066,568,530 ","136,407,770 "
2024,111007,埼玉県,さいたま市,道府県民税,"661,641 ","2,796,748,487 ","113,362,261 ","1,486,230 ","21,631,937 ","21,750,709 ","1,817,761 ","2,448,144 ","2,959,245,529 ","2,061,507,986 ","33,963,816 "
2024,112011,埼玉県,川越市,市町村民税,"165,959 ","606,714,861 ","24,250,903 ","205,240 ","8,072,673 ","2,534,813 ","596,661 ","471,953 ","642,847,104 ","430,469,560 ","21,255,026 "
2024,112011,埼玉県,川越市,道府県民税,"165,902 ","606,651,884 ","24,195,068 ","205,240 ","8,072,672 ","2,534,154 ","596,661 ","471,953 ","642,727,632 ","430,398,251 ","14,158,480 "
2024,112020,埼玉県,熊谷市,市町村民税,"88,550 ","311,482,738 ","5,721,982 ","52,844 ","2,716,492 ","1,085,316 ","238,349 ","164,437 ","321,462,158 ","209,487,131 ","10,537,067 "
2024,112020,埼玉県,熊谷市,道府県民税,"88,520 ","311,452,404 ","5,721,981 ","52,843 ","2,716,492 ","1,085,316 ","238,348 ","164,437 ","321,431,821 ","209,480,698 ","7,022,207 "
2024,112038,埼玉県,川口市,市町村民税,"298,962 ","1,131,319,411 ","38,564,616 ","520,859 ","7,335,496 ","4,639,798 ","668,666 ","676,499 ","1,183,725,345 ","798,878,192 ","39,894,367 "
2024,112038,埼玉県,川口市,道府県民税,"298,887 ","1,131,247,898 ","38,564,616 ","520,859 ","7,335,496 ","4,639,798 ","668,666 ","676,499 ","1,183,653,832 ","798,863,679 ","26,586,731 "
2024,112062,埼玉県,行田市,市町村民税,"35,515 ","115,108,823 ","1,647,734 ","41,863 ","676,897 ","706,804 ","89,014 ","90,951 ","118,362,086 ","74,619,164 ","3,753,869 "
2024,112062,埼玉県,行田市,道府県民税,"35,504 ","115,094,600 ","1,647,734 ","41,863 ","676,897 ","706,804 ","89,014 ","90,951 ","118,347,863 ","74,615,938 ","2,501,814 "
2024,112071,埼玉県,秩父市,市町村民税,"25,221 ","78,045,428 ","1,087,321 ","4,133 ","161,102 ","142,740 ","35,613 ","94,941 ","79,571,278 ","48,946,990 ","2,467,159 "
2024,112071,埼玉県,秩父市,道府県民税,"25,208 ","78,027,755 ","1,087,320 ","4,134 ","161,103 ","142,740 ","35,613 ","94,942 ","79,553,607 ","48,938,151 ","1,643,667 "
2024,112089,埼玉県,所沢市,市町村民税,"167,179 ","628,086,049 ","27,832,831 ","268,115 ","10,638,722 ","2,664,302 ","442,386 ","765,540 ","670,697,945 ","454,661,794 ","22,371,923 "
2024,112089,埼玉県,所沢市,道府県民税,"167,113 ","628,014,887 ","27,832,831 ","268,116 ","10,638,723 ","2,664,302 ","442,386 ","765,540 ","670,626,785 ","454,645,426 ","14,896,845 "
2024,112097,埼玉県,飯能市,市町村民税,"35,811 ","122,811,237 ","3,652,272 ","18,685 ","932,154 ","478,228 ","41,677 ","74,703 ","128,008,956 ","83,032,918 ","4,139,365 "
2024,112097,埼玉県,飯能市,道府県民税,"35,796 ","122,798,544 ","3,652,272 ","18,685 ","932,154 ","478,228 ","41,677 ","74,703 ","127,996,263 ","83,030,390 ","2,757,377 "
2024,112101,埼玉県,加須市,市町村民税,"50,183 ","163,483,163 ","4,468,150 ","31,142 ","382,089 ","644,940 ","71,493 ","48,511 ","169,129,488 ","106,380,396 ","5,312,745 "
2024,112101,埼玉県,加須市,道府県民税,"50,164 ","163,464,307 ","4,468,150 ","31,142 ","382,089 ","644,940 ","71,493 ","48,511 ","169,110,632 ","106,376,782 ","3,540,780 "
2024,112119,埼玉県,本庄市,市町村民税,"35,019 ","116,104,249 ","2,304,211 ","11,086 ","1,170,459 ","623,107 ","154,290 ","160,815 ","120,528,217 ","77,150,416 ","3,832,655 "
2024,112119,埼玉県,本庄市,道府県民税,"35,004 ","116,090,558 ","2,304,211 ","11,086 ","1,170,459 ","623,107 ","154,290 ","160,815 ","120,514,526 ","77,148,086 ","2,553,337 "
2024,112127,埼玉県,東松山市,市町村民税,"41,350 ","140,388,357 ","4,183,293 ","14,611 ","472,761 ","547,257 ","89,798 ","60,755 ","145,756,832 ","93,685,660 ","4,640,220 "
2024,112127,埼玉県,東松山市,道府県民税,"41,334 ","140,368,976 ","4,183,293 ","14,611 ","472,761 ","547,257 ","89,798 ","60,755 ","145,737,451 ","93,682,338 ","3,092,140 "
2024,112143,埼玉県,春日部市,市町村民税,"105,048 ","354,788,913 ","10,465,062 ","54,878 ","2,179,757 ","1,020,830 ","189,567 ","153,518 ","368,852,525 ","237,024,649 ","11,812,579 "
2024,112143,埼玉県,春日部市,道府県民税,"105,005 ","354,747,610 ","10,465,063 ","54,878 ","2,179,758 ","1,020,829 ","189,566 ","153,517 ","368,811,221 ","237,016,204 ","7,872,242 "
