〔市町村別内訳〕第11表　課税標準額段階別令和６年度分所得割額等に関する調（合計）（所得割納税義務者数・課税対象所得・課税標準額・所得割額）,,,,,,,,,,,,,,,
年度,団体コード,都道府県名,団体名,表側,所得割の納税義務者数,総所得金額等,分離長期譲渡所得金額に係る所得金額,分離短期譲渡所得金額に係る所得金額,一般株式等に係る譲渡所得金額,上場株式等に係る譲渡所得金額,上場株式等に係る配当所得金額,先物取引に係る雑所得金額,課税対象所得,課税標準額,所得割額（税額控除・減免後）
,,,,,,（ア）,（イ）,（ウ）,（エ）,（オ）,（カ）,（キ）,（ア～キの計）,,
,,,,,人,千円,千円,千円,千円,千円,千円,千円,千円,千円,千円
2024,336815,岡山県,吉備中央町,道府県民税,"3,842 ","10,845,311 ","185,795 ",893 ,0 ,"4,026 ","1,528 ",0 ,"11,037,553 ","6,421,379 ","214,661 "
2024,341002,広島県,広島市,市町村民税,"549,420 ","2,069,499,367 ","44,505,490 ","487,633 ","21,236,042 ","7,654,093 ","1,641,585 ","1,188,528 ","2,146,212,738 ","1,433,654,765 ","95,694,551 "
2024,341002,広島県,広島市,道府県民税,"548,078 ","2,066,205,959 ","44,457,218 ","475,945 ","21,233,573 ","5,921,867 ","979,384 ","1,174,758 ","2,140,448,704 ","1,429,306,855 ","23,825,661 "
2024,342025,広島県,呉市,市町村民税,"89,408 ","304,654,041 ","3,169,841 ","16,584 ","2,226,564 ","1,065,055 ","128,154 ","311,900 ","311,572,139 ","199,368,438 ","10,121,747 "
2024,342025,広島県,呉市,道府県民税,"89,408 ","304,654,042 ","3,169,840 ","16,584 ","2,226,564 ","1,065,054 ","128,154 ","311,900 ","311,572,138 ","199,368,438 ","6,745,868 "
2024,342033,広島県,竹原市,市町村民税,"9,355 ","28,681,590 ","149,763 ",751 ,"2,277 ","39,732 ","7,470 ","81,361 ","28,962,944 ","17,633,207 ","901,288 "
2024,342033,広島県,竹原市,道府県民税,"9,352 ","28,678,354 ","149,763 ",751 ,"2,277 ","39,732 ","7,470 ","81,361 ","28,959,708 ","17,632,526 ","600,608 "
2024,342041,広島県,三原市,市町村民税,"37,251 ","118,491,096 ","1,160,493 ","1,184 ","405,100 ","263,892 ","79,672 ","75,700 ","120,477,137 ","74,438,138 ","3,759,286 "
2024,342041,広島県,三原市,道府県民税,"37,236 ","118,472,214 ","1,160,493 ","1,184 ","405,100 ","263,892 ","79,672 ","75,700 ","120,458,255 ","74,434,895 ","2,505,239 "
2024,342050,広島県,尾道市,市町村民税,"52,848 ","172,138,214 ","2,569,097 ","29,685 ","1,225,963 ","553,801 ","93,361 ","92,054 ","176,702,175 ","110,990,152 ","5,553,135 "
2024,342050,広島県,尾道市,道府県民税,"52,834 ","172,124,513 ","2,569,097 ","29,685 ","1,225,963 ","553,801 ","93,361 ","92,054 ","176,688,474 ","110,987,659 ","3,700,540 "
2024,342076,広島県,福山市,市町村民税,"202,904 ","678,224,923 ","10,933,630 ","64,909 ","7,410,650 ","2,127,088 ","517,656 ","380,953 ","699,659,809 ","448,884,643 ","22,274,163 "
2024,342076,広島県,福山市,道府県民税,"202,810 ","678,122,936 ","10,933,630 ","64,909 ","7,410,650 ","2,127,088 ","517,655 ","380,953 ","699,557,821 ","448,858,314 ","14,842,749 "
2024,342084,広島県,府中市,市町村民税,"15,381 ","46,255,344 ","587,007 ",0 ,"211,234 ","111,952 ","40,318 ","13,395 ","47,219,250 ","28,533,013 ","1,432,449 "
2024,342084,広島県,府中市,道府県民税,"15,375 ","46,249,681 ","587,007 ",0 ,"211,234 ","111,952 ","40,318 ","13,395 ","47,213,587 ","28,532,126 ","954,593 "
2024,342092,広島県,三次市,市町村民税,"21,183 ","63,673,483 ","681,788 ","2,867 ","44,041 ","70,916 ","23,469 ","47,000 ","64,543,564 ","38,864,472 ","1,968,531 "
2024,342092,広島県,三次市,道府県民税,"21,176 ","63,665,348 ","681,788 ","2,867 ","44,041 ","70,916 ","23,469 ","47,000 ","64,535,429 ","38,863,152 ","1,311,759 "
2024,342106,広島県,庄原市,市町村民税,"12,505 ","36,012,844 ","191,576 ","4,398 ","13,346 ","103,281 ","15,907 ","4,958 ","36,346,310 ","21,136,610 ","1,073,659 "
2024,342106,広島県,庄原市,道府県民税,"12,501 ","36,008,665 ","191,576 ","4,398 ","13,346 ","103,281 ","15,907 ","4,958 ","36,342,131 ","21,136,025 ","715,512 "
2024,342114,広島県,大竹市,市町村民税,"11,328 ","36,804,951 ","452,414 ",571 ,"539,287 ","16,391 ","9,810 ","4,684 ","37,828,108 ","23,779,859 ","1,186,031 "
2024,342114,広島県,大竹市,道府県民税,"11,322 ","36,797,231 ","452,414 ",571 ,"539,287 ","16,391 ","9,810 ","4,684 ","37,820,388 ","23,777,800 ","790,344 "
2024,342122,広島県,東広島市,市町村民税,"85,455 ","304,655,204 ","6,803,365 ","68,185 ","816,469 ","1,144,280 ","204,029 ","160,079 ","313,851,611 ","203,355,598 ","10,174,221 "
2024,342122,広島県,東広島市,道府県民税,"85,425 ","304,628,333 ","6,803,364 ","68,184 ","816,471 ","1,144,281 ","204,031 ","160,078 ","313,824,742 ","203,350,223 ","6,780,865 "
2024,342131,広島県,廿日市市,市町村民税,"51,868 ","173,002,000 ","4,189,804 ","43,948 ","481,995 ","463,580 ","48,636 ","131,053 ","178,361,016 ","112,857,910 ","5,578,292 "
2024,342131,広島県,廿日市市,道府県民税,"51,838 ","172,975,530 ","4,189,804 ","43,948 ","481,995 ","463,579 ","48,636 ","131,053 ","178,334,545 ","112,852,317 ","3,717,387 "
2024,342149,広島県,安芸高田市,市町村民税,"10,852 ","31,251,613 ","172,828 ","1,652 ","145,860 ","24,294 ","10,333 ","2,824 ","31,609,404 ","18,614,207 ","945,864 "
2024,342149,広島県,安芸高田市,道府県民税,"10,848 ","31,246,968 ","172,828 ","1,652 ","145,860 ","24,105 ","10,333 ","2,824 ","31,604,570 ","18,613,433 ","630,077 "
2024,342157,広島県,江田島市,市町村民税,"8,680 ","26,240,472 ","348,165 ","4,205 ","4,392 ","45,443 ","11,769 ","15,307 ","26,669,753 ","16,333,899 ","839,646 "
2024,342157,広島県,江田島市,道府県民税,"8,675 ","26,236,069 ","348,165 ","4,205 ","4,392 ","45,443 ","11,769 ","15,307 ","26,665,350 ","16,333,114 ","559,563 "
2024,343021,広島県,府中町,市町村民税,"24,627 ","91,908,670 ","1,529,376 ","15,474 ","612,933 ","305,683 ","38,218 ","32,179 ","94,442,533 ","61,960,678 ","3,091,368 "
2024,343021,広島県,府中町,道府県民税,"24,615 ","91,896,124 ","1,529,375 ","15,473 ","612,932 ","305,682 ","38,218 ","32,180 ","94,429,984 ","61,956,262 ","2,060,278 "
2024,343048,広島県,海田町,市町村民税,"14,649 ","50,577,620 ","1,351,492 ","2,134 ","78,628 ","351,654 ","11,250 ","9,719 ","52,382,497 ","33,833,379 ","1,666,859 "
2024,343048,広島県,海田町,道府県民税,"14,646 ","50,574,296 ","1,351,492 ","2,134 ","78,628 ","351,654 ","11,250 ","9,719 ","52,379,173 ","33,832,683 ","1,110,664 "
2024,343072,広島県,熊野町,市町村民税,"10,009 ","31,619,385 ","696,454 ",499 ,"31,600 ","43,257 ","4,003 ","8,939 ","32,404,137 ","19,916,289 ","985,746 "
2024,343072,広島県,熊野町,道府県民税,"10,004 ","31,611,666 ","696,454 ",499 ,"31,600 ","43,257 ","3,793 ","8,939 ","32,396,208 ","19,914,654 ","656,510 "
2024,343099,広島県,坂町,市町村民税,"5,364 ","18,124,710 ","179,488 ","3,404 ","171,754 ","10,376 ","6,165 ","15,358 ","18,511,255 ","11,631,232 ","580,861 "
2024,343099,広島県,坂町,道府県民税,"5,362 ","18,123,018 ","179,488 ","3,404 ","171,754 ","10,376 ","6,165 ","15,358 ","18,509,563 ","11,630,836 ","387,091 "
2024,343684,広島県,安芸太田町,市町村民税,"2,044 ","5,793,441 ","73,188 ","1,246 ","8,089 ","55,128 ",532 ,0 ,"5,931,624 ","3,518,220 ","178,832 "
2024,343684,広島県,安芸太田町,道府県民税,"2,042 ","5,788,957 ","73,188 ","1,246 ","8,089 ","55,128 ",532 ,0 ,"5,927,140 ","3,517,658 ","119,124 "
2024,343692,広島県,北広島町,市町村民税,"7,030 ","20,912,498 ","221,500 ","1,474 ","95,863 ","4,504,969 ","2,787 ","3,650 ","25,742,741 ","17,074,030 ","774,279 "
2024,343692,広島県,北広島町,道府県民税,"7,028 ","20,910,145 ","221,500 ","1,474 ","95,863 ","4,504,969 ","2,787 ","3,650 ","25,740,388 ","17,073,726 ","516,060 "
2024,344311,広島県,大崎上島町,市町村民税,"2,355 ","7,121,777 ","31,028 ","3,660 ",465 ,"13,085 ","3,013 ",0 ,"7,173,028 ","4,265,702 ","220,509 "
2024,344311,広島県,大崎上島町,道府県民税,"2,353 ","7,120,142 ","31,028 ","3,660 ",465 ,"13,085 ","3,013 ",0 ,"7,171,393 ","4,265,448 ","146,941 "
2024,344621,広島県,世羅町,市町村民税,"5,874 ","16,896,370 ","174,737 ","2,394 ","10,206 ","35,387 ","14,872 ","21,391 ","17,155,357 ","10,010,025 ","500,429 "
2024,344621,広島県,世羅町,道府県民税,"5,869 ","16,891,038 ","174,737 ","2,394 ","10,206 ","35,387 ","14,872 ","21,391 ","17,150,025 ","10,009,075 ","333,497 "
2024,345458,広島県,神石高原町,市町村民税,"2,942 ","8,081,414 ","50,785 ","7,022 ",684 ,"14,612 ","1,473 ","7,401 ","8,163,391 ","4,580,911 ","230,499 "
2024,345458,広島県,神石高原町,道府県民税,"2,941 ","8,080,039 ","50,784 ","7,021 ",684 ,"14,612 ","1,473 ","7,401 ","8,162,014 ","4,580,776 ","153,561 "
2024,352012,山口県,下関市,市町村民税,"102,528 ","330,106,289 ","3,421,512 ","34,650 ","1,199,515 ","1,229,347 ","174,269 ","124,288 ","336,289,870 ","209,818,205 ","10,537,755 "
2024,352012,山口県,下関市,道府県民税,"102,474 ","330,050,512 ","3,421,513 ","34,649 ","1,199,516 ","1,229,348 ","174,269 ","124,288 ","336,234,095 ","209,806,244 ","7,022,014 "
2024,352021,山口県,宇部市,市町村民税,"68,067 ","237,461,734 ","2,624,291 ","9,610 ","5,801,284 ","662,688 ","187,174 ","51,208 ","246,797,989 ","160,996,275 ","8,049,435 "
2024,352021,山口県,宇部市,道府県民税,"68,037 ","237,426,075 ","2,624,291 ","9,610 ","5,801,284 ","662,688 ","187,174 ","51,208 ","246,762,330 ","160,988,894 ","5,364,445 "
2024,352039,山口県,山口市,市町村民税,"84,376 ","284,239,558 ","3,937,842 ","42,098 ","595,323 ","597,099 ","91,560 ","52,563 ","289,556,043 ","182,491,688 ","9,160,059 "
2024,352039,山口県,山口市,道府県民税,"84,345 ","284,210,673 ","3,937,842 ","42,098 ","595,323 ","597,099 ","91,470 ","52,563 ","289,527,068 ","182,486,295 ","6,104,772 "
2024,352047,山口県,萩市,市町村民税,"16,722 ","48,445,762 ","354,674 ","1,672 ","204,789 ","56,590 ","24,299 ","7,870 ","49,095,656 ","29,305,579 ","1,484,846 "
2024,352047,山口県,萩市,道府県民税,"16,711 ","48,434,238 ","354,674 ","1,672 ","204,789 ","56,590 ","24,299 ","7,870 ","49,084,132 ","29,303,592 ","989,503 "
2024,352063,山口県,防府市,市町村民税,"51,634 ","168,283,806 ","1,566,029 ","11,694 ","848,175 ","372,590 ","50,891 ","60,992 ","171,194,177 ","107,329,347 ","5,416,736 "
2024,352063,山口県,防府市,道府県民税,"51,613 ","168,260,670 ","1,566,029 ","11,694 ","848,175 ","372,590 ","50,891 ","60,992 ","171,171,041 ","107,325,360 ","3,609,908 "
2024,352071,山口県,下松市,市町村民税,"25,582 ","92,032,514 ","1,414,985 ","30,713 ","805,429 ","256,317 ","53,937 ","31,113 ","94,625,008 ","61,206,594 ","3,056,699 "
2024,352071,山口県,下松市,道府県民税,"25,573 ","92,023,266 ","1,414,985 ","30,713 ","805,429 ","256,318 ","53,937 ","31,113 ","94,615,761 ","61,204,930 ","2,037,089 "
2024,352080,山口県,岩国市,市町村民税,"54,119 ","177,923,439 ","2,014,082 ","33,364 ","846,141 ","307,693 ","74,643 ","264,177 ","181,463,539 ","113,819,162 ","5,729,009 "
2024,352080,山口県,岩国市,道府県民税,"54,093 ","177,894,411 ","2,014,082 ","33,364 ","846,141 ","307,693 ","74,643 ","264,177 ","181,434,511 ","113,813,747 ","3,818,052 "
2024,352101,山口県,光市,市町村民税,"20,908 ","73,044,195 ","637,524 ","2,878 ","324,365 ","155,853 ","27,164 ","11,267 ","74,203,246 ","47,223,719 ","2,389,630 "
2024,352101,山口県,光市,道府県民税,"20,894 ","73,027,028 ","637,524 ","2,878 ","324,365 ","155,853 ","27,165 ","11,267 ","74,186,080 ","47,220,308 ","1,592,606 "
2024,352110,山口県,長門市,市町村民税,"12,149 ","36,483,906 ","272,029 ",0 ,"8,442 ","32,862 ","3,541 ","5,763 ","36,806,543 ","22,040,200 ","1,111,765 "
2024,352110,山口県,長門市,道府県民税,"12,141 ","36,476,199 ","272,029 ",0 ,"8,442 ","32,862 ","3,541 ","5,763 ","36,798,836 ","22,038,759 ","740,848 "
2024,352128,山口県,柳井市,市町村民税,"11,949 ","38,238,809 ","255,552 ",0 ,"15,068 ","35,170 ","9,186 ","6,723 ","38,560,508 ","23,711,320 ","1,202,755 "
2024,352128,山口県,柳井市,道府県民税,"11,946 ","38,235,058 ","255,552 ",0 ,"15,067 ","35,171 ","9,186 ","6,723 ","38,556,757 ","23,710,639 ","801,545 "
2024,352136,山口県,美祢市,市町村民税,"8,824 ","25,401,946 ","133,805 ",0 ,"6,749 ","26,308 ","2,255 ","3,703 ","25,574,766 ","14,872,649 ","762,681 "
2024,352136,山口県,美祢市,道府県民税,"8,817 ","25,393,641 ","133,805 ",0 ,"6,749 ","26,308 ","2,255 ","3,703 ","25,566,461 ","14,871,405 ","508,276 "
2024,352152,山口県,周南市,市町村民税,"60,560 ","217,713,488 ","2,117,116 ","2,954 ","534,509 ","393,562 ","128,532 ","30,065 ","220,920,226 ","143,115,733 ","7,280,202 "
2024,352152,山口県,周南市,道府県民税,"60,534 ","217,688,922 ","2,117,117 ","2,953 ","534,509 ","393,562 ","128,531 ","30,065 ","220,895,659 ","143,110,880 ","4,851,808 "
2024,352161,山口県,山陽小野田市,市町村民税,"25,553 ","80,591,593 ","606,918 ","7,221 ","935,134 ","166,037 ","43,768 ","29,809 ","82,380,480 ","50,968,157 ","2,556,084 "
2024,352161,山口県,山陽小野田市,道府県民税,"25,537 ","80,577,480 ","606,918 ","7,221 ","935,134 ","166,037 ","43,768 ","29,809 ","82,366,367 ","50,965,541 ","1,703,523 "
2024,353051,山口県,周防大島町,市町村民税,"4,307 ","14,677,166 ","151,979 ",901 ,0 ,"42,893 ",382 ,"2,287 ","14,875,608 ","9,765,435 ","516,439 "
2024,353051,山口県,周防大島町,道府県民税,"4,303 ","14,672,295 ","151,979 ",901 ,0 ,"42,893 ",382 ,"2,287 ","14,870,737 ","9,764,587 ","344,192 "
2024,353213,山口県,和木町,市町村民税,"2,469 ","8,145,493 ","100,435 ",0 ,6 ,"2,403 ",83 ,383 ,"8,248,803 ","5,064,998 ","250,990 "
2024,353213,山口県,和木町,道府県民税,"2,467 ","8,143,058 ","100,435 ",0 ,6 ,"2,403 ",83 ,383 ,"8,246,368 ","5,064,564 ","167,272 "
2024,353418,山口県,上関町,市町村民税,645 ,"1,985,203 ",896 ,0 ,"19,255 ",944 ,0 ,0 ,"2,006,298 ","1,211,802 ","63,476 "
2024,353418,山口県,上関町,道府県民税,644 ,"1,984,824 ",896 ,0 ,"19,255 ",944 ,0 ,0 ,"2,005,919 ","1,211,798 ","42,305 "
2024,353434,山口県,田布施町,市町村民税,"6,066 ","18,890,820 ","117,698 ",86 ,"672,523 ","56,917 ","14,027 ","9,191 ","19,761,262 ","12,194,614 ","601,271 "
2024,353434,山口県,田布施町,道府県民税,"6,065 ","18,890,241 ","117,698 ",86 ,"672,523 ","56,917 ","14,027 ","9,191 ","19,760,683 ","12,194,487 ","400,695 "
2024,353442,山口県,平生町,市町村民税,"4,462 ","13,355,182 ","44,375 ",0 ,"8,836 ","9,312 ","1,107 ","3,169 ","13,421,981 ","7,944,218 ","401,282 "
2024,353442,山口県,平生町,道府県民税,"4,461 ","13,353,628 ","44,375 ",0 ,"8,836 ","9,312 ","1,107 ","3,169 ","13,420,427 ","7,943,966 ","267,487 "
2024,355020,山口県,阿武町,市町村民税,"1,003 ","2,580,005 ","16,390 ",0 ,0 ,333 ,169 ,0 ,"2,596,897 ","1,443,627 ","72,708 "
2024,355020,山口県,阿武町,道府県民税,"1,003 ","2,580,005 ","16,390 ",0 ,0 ,333 ,169 ,0 ,"2,596,897 ","1,443,627 ","48,457 "
2024,362018,徳島県,徳島市,市町村民税,"106,256 ","392,434,008 ","5,514,279 ","55,219 ","2,763,237 ","1,804,451 ","449,106 ","462,961 ","403,483,261 ","267,496,349 ","13,421,100 "
2024,362018,徳島県,徳島市,道府県民税,"106,216 ","392,392,208 ","5,514,279 ","55,220 ","2,763,236 ","1,804,452 ","449,106 ","462,960 ","403,441,461 ","267,487,838 ","8,938,539 "
2024,362026,徳島県,鳴門市,市町村民税,"22,117 ","79,830,500 ","714,603 ","10,776 ","335,080 ","814,955 ","42,154 ","68,125 ","81,816,193 ","54,303,717 ","2,723,461 "
2024,362026,徳島県,鳴門市,道府県民税,"22,103 ","79,816,099 ","714,603 ","10,776 ","335,080 ","814,955 ","42,154 ","68,125 ","81,801,792 ","54,301,358 ","1,808,300 "
2024,362034,徳島県,小松島市,市町村民税,"14,698 ","46,009,593 ","380,834 ",285 ,"3,083 ","96,819 ","45,993 ","13,953 ","46,550,560 ","28,380,203 ","1,443,143 "
2024,362034,徳島県,小松島市,道府県民税,"14,695 ","46,006,501 ","380,834 ",285 ,"3,083 ","96,819 ","45,992 ","13,953 ","46,547,467 ","28,379,697 ","961,536 "
2024,362042,徳島県,阿南市,市町村民税,"28,621 ","97,872,263 ","861,227 ","48,650 ","358,968 ","215,598 ","54,157 ","148,348 ","99,559,211 ","62,843,926 ","3,173,815 "
2024,362042,徳島県,阿南市,道府県民税,"28,610 ","97,857,368 ","861,227 ","48,650 ","358,968 ","215,599 ","54,157 ","148,348 ","99,544,317 ","62,841,499 ","2,111,869 "
2024,362051,徳島県,吉野川市,市町村民税,"14,804 ","43,189,923 ","243,093 ","4,053 ","232,437 ","74,183 ","14,580 ","2,470 ","43,760,739 ","25,679,925 ","1,279,120 "
2024,362051,徳島県,吉野川市,道府県民税,"14,797 ","43,181,887 ","243,093 ","4,053 ","232,437 ","74,183 ","14,580 ","2,470 ","43,752,703 ","25,678,541 ","852,430 "
2024,362069,徳島県,阿波市,市町村民税,"12,647 ","36,890,090 ","210,883 ","6,573 ","341,900 ","54,348 ","24,857 ","41,763 ","37,570,414 ","21,900,181 ","1,092,630 "
2024,362069,徳島県,阿波市,道府県民税,"12,636 ","36,875,592 ","210,883 ","6,573 ","341,900 ","54,348 ","24,857 ","41,763 ","37,555,916 ","21,897,339 ","728,219 "
2024,362077,徳島県,美馬市,市町村民税,"10,494 ","30,650,267 ","231,127 ","5,746 ","172,292 ","33,569 ","11,079 ","8,127 ","31,112,207 ","18,467,401 ","939,325 "
2024,362077,徳島県,美馬市,道府県民税,"10,486 ","30,641,534 ","231,127 ","5,746 ","172,291 ","33,568 ","11,079 ","8,128 ","31,103,473 ","18,465,930 ","626,006 "
2024,362085,徳島県,三好市,市町村民税,"8,522 ","24,457,269 ","113,937 ","14,241 ","16,038 ","20,829 ","51,924 ","5,100 ","24,679,338 ","14,560,421 ","745,136 "
2024,362085,徳島県,三好市,道府県民税,"8,519 ","24,454,301 ","113,937 ","14,241 ","16,038 ","20,829 ","51,924 ","5,100 ","24,676,370 ","14,559,890 ","496,603 "
2024,363014,徳島県,勝浦町,市町村民税,"1,741 ","5,042,279 ","22,323 ",0 ,0 ,"16,632 ","2,356 ","31,966 ","5,115,556 ","2,973,036 ","149,805 "
2024,363014,徳島県,勝浦町,道府県民税,"1,739 ","5,040,146 ","22,323 ",0 ,0 ,"16,631 ","2,356 ","31,966 ","5,113,422 ","2,972,632 ","99,815 "
2024,363022,徳島県,上勝町,市町村民税,436 ,"1,176,586 ","2,358 ",0 ,0 ,"2,347 ",30 ,0 ,"1,181,321 ","673,321 ","34,375 "
2024,363022,徳島県,上勝町,道府県民税,436 ,"1,176,586 ","2,358 ",0 ,0 ,"2,347 ",30 ,0 ,"1,181,321 ","673,321 ","22,908 "
2024,363219,徳島県,佐那河内村,市町村民税,755 ,"2,089,382 ","22,419 ",0 ,0 ,183 ,7 ,0 ,"2,111,991 ","1,210,357 ","61,841 "
2024,363219,徳島県,佐那河内村,道府県民税,755 ,"2,089,382 ","22,419 ",0 ,0 ,183 ,7 ,0 ,"2,111,991 ","1,210,357 ","41,206 "
2024,363413,徳島県,石井町,市町村民税,"10,071 ","31,049,279 ","334,663 ","2,338 ","1,449,033 ","77,016 ","4,818 ","15,177 ","32,932,324 ","20,321,959 ","981,760 "
2024,363413,徳島県,石井町,道府県民税,"10,067 ","31,046,269 ","334,663 ","2,338 ","1,449,033 ","77,016 ","4,818 ","15,177 ","32,929,314 ","20,321,336 ","654,265 "
2024,363421,徳島県,神山町,市町村民税,"1,471 ","3,961,646 ","2,592 ",0 ,0 ,"3,555 ","12,432 ",0 ,"3,980,225 ","2,264,000 ","115,297 "
2024,363421,徳島県,神山町,道府県民税,"1,471 ","3,959,578 ","2,592 ",0 ,0 ,"3,555 ","12,432 ",0 ,"3,978,157 ","2,263,596 ","76,838 "
2024,363685,徳島県,那賀町,市町村民税,"2,558 ","7,497,405 ","47,315 ",0 ,0 ,"179,425 ","6,733 ",116 ,"7,730,994 ","4,518,701 ","226,888 "
2024,363685,徳島県,那賀町,道府県民税,"2,558 ","7,497,405 ","47,315 ",0 ,0 ,"179,425 ","6,733 ",116 ,"7,730,994 ","4,518,701 ","151,194 "
2024,363839,徳島県,牟岐町,市町村民税,"1,198 ","3,352,893 ","18,392 ",0 ,0 ,0 ,48 ,0 ,"3,371,333 ","1,943,002 ","99,254 "
2024,363839,徳島県,牟岐町,道府県民税,"1,198 ","3,352,893 ","18,392 ",0 ,0 ,0 ,48 ,0 ,"3,371,333 ","1,943,002 ","66,145 "
2024,363871,徳島県,美波町,市町村民税,"2,089 ","5,867,787 ","10,574 ",53 ,"1,042 ","15,064 ",33 ,"2,770 ","5,897,323 ","3,415,956 ","174,524 "
2024,363871,徳島県,美波町,道府県民税,"2,086 ","5,865,321 ","10,574 ",53 ,"1,042 ","15,064 ",33 ,"2,770 ","5,894,857 ","3,415,575 ","116,286 "
2024,363880,徳島県,海陽町,市町村民税,"2,870 ","7,742,697 ","178,273 ",0 ,"68,030 ","7,942 ","7,177 ","1,392 ","8,005,511 ","4,634,160 ","230,827 "
2024,363880,徳島県,海陽町,道府県民税,"2,867 ","7,738,858 ","178,273 ",0 ,"68,030 ","7,942 ","7,177 ","1,392 ","8,001,672 ","4,633,579 ","153,809 "
2024,364011,徳島県,松茂町,市町村民税,"6,642 ","21,942,616 ","333,827 ",0 ,"6,305 ","95,294 ","9,223 ","16,045 ","22,403,310 ","14,089,473 ","711,074 "
2024,364011,徳島県,松茂町,道府県民税,"6,641 ","21,941,890 ","333,827 ",0 ,"6,305 ","95,294 ","9,223 ","16,045 ","22,402,584 ","14,089,346 ","473,866 "
2024,364029,徳島県,北島町,市町村民税,"10,497 ","36,369,767 ","685,550 ","4,150 ","81,920 ","31,901 ","10,735 ","29,450 ","37,213,473 ","23,534,562 ","1,162,372 "
2024,364029,徳島県,北島町,道府県民税,"10,495 ","36,368,307 ","685,550 ","4,150 ","81,920 ","31,901 ","10,735 ","29,450 ","37,212,013 ","23,534,308 ","774,582 "
2024,364037,徳島県,藍住町,市町村民税,"15,377 ","50,202,814 ","799,563 ","7,680 ","406,989 ","106,947 ","60,961 ","16,566 ","51,601,520 ","32,128,283 ","1,580,585 "
2024,364037,徳島県,藍住町,道府県民税,"15,372 ","50,195,423 ","799,563 ","7,680 ","406,989 ","106,947 ","60,961 ","16,566 ","51,594,129 ","32,126,469 ","1,053,424 "
2024,364045,徳島県,板野町,市町村民税,"5,048 ","15,114,549 ","422,367 ",49 ,"21,614 ","15,948 ","2,220 ","13,474 ","15,590,221 ","9,416,369 ","465,542 "
2024,364045,徳島県,板野町,道府県民税,"5,044 ","15,107,172 ","422,367 ",49 ,"21,614 ","15,948 ","2,220 ","13,474 ","15,582,844 ","9,415,296 ","310,232 "
2024,364053,徳島県,上板町,市町村民税,"4,229 ","12,476,351 ","71,444 ",0 ,"189,985 ","13,887 ","21,437 ","79,147 ","12,852,251 ","7,613,751 ","375,567 "
2024,364053,徳島県,上板町,道府県民税,"4,225 ","12,469,979 ","71,444 ",0 ,"189,985 ","13,887 ","21,437 ","79,147 ","12,845,879 ","7,612,120 ","250,298 "
2024,364681,徳島県,つるぎ町,市町村民税,"2,660 ","7,609,773 ","16,399 ",0 ,0 ,"2,420 ","2,621 ","4,082 ","7,635,295 ","4,444,301 ","227,752 "
2024,364681,徳島県,つるぎ町,道府県民税,"2,657 ","7,606,822 ","16,399 ",0 ,0 ,"2,420 ","2,621 ","4,082 ","7,632,344 ","4,443,736 ","151,819 "
2024,364894,徳島県,東みよし町,市町村民税,"5,546 ","15,875,112 ","127,917 ","1,764 ","141,732 ","25,063 ","4,600 ","1,299 ","16,177,487 ","9,416,761 ","469,989 "
2024,364894,徳島県,東みよし町,道府県民税,"5,543 ","15,872,738 ","127,917 ","1,764 ","141,732 ","25,063 ","4,600 ","1,299 ","16,175,113 ","9,416,380 ","313,192 "
2024,372013,香川県,高松市,市町村民税,"189,793 ","672,392,124 ","11,552,236 ","144,897 ","3,866,441 ","2,871,425 ","1,610,207 ","1,493,083 ","693,930,413 ","450,190,300 ","22,339,992 "
2024,372013,香川県,高松市,道府県民税,"189,713 ","672,307,226 ","11,552,236 ","144,897 ","3,866,442 ","2,871,387 ","1,610,206 ","1,493,084 ","693,845,478 ","450,171,950 ","14,887,825 "
2024,372021,香川県,丸亀市,市町村民税,"49,141 ","159,687,430 ","1,749,629 ","27,939 ","262,362 ","524,997 ","81,886 ","60,092 ","162,394,335 ","100,995,763 ","5,045,272 "
2024,372021,香川県,丸亀市,道府県民税,"49,114 ","159,656,900 ","1,749,629 ","27,939 ","262,362 ","518,137 ","81,419 ","60,092 ","162,356,478 ","100,982,183 ","3,362,305 "
2024,372030,香川県,坂出市,市町村民税,"22,099 ","71,823,325 ","961,196 ","10,877 ","481,796 ","226,016 ","62,627 ","25,988 ","73,591,825 ","46,248,506 ","2,315,889 "
2024,372030,香川県,坂出市,道府県民税,"22,091 ","71,815,381 ","961,196 ","10,877 ","481,796 ","226,016 ","62,627 ","25,988 ","73,583,881 ","46,246,336 ","1,543,342 "
2024,372048,香川県,善通寺市,市町村民税,"13,703 ","41,678,969 ","268,490 ",0 ,"8,733 ","40,663 ","38,721 ","61,546 ","42,097,122 ","25,709,198 ","1,302,618 "
2024,372048,香川県,善通寺市,道府県民税,"13,699 ","41,674,815 ","268,490 ",0 ,"8,733 ","40,663 ","38,721 ","61,545 ","42,092,967 ","25,708,687 ","868,100 "
2024,372056,香川県,観音寺市,市町村民税,"25,044 ","77,508,029 ","673,307 ",85 ,"437,258 ","367,182 ","32,657 ","30,532 ","79,049,050 ","48,376,112 ","2,420,540 "
2024,372056,香川県,観音寺市,道府県民税,"25,032 ","77,496,485 ","673,307 ",85 ,"437,258 ","367,180 ","32,658 ","30,531 ","79,037,504 ","48,374,263 ","1,613,101 "
